Index,0 [0x0][0x0],1 [0x19][0x30],2 [0x5][0x8],3 [0x3][0x1c],4 [0x5][0xa],5 [0x3][0x1d],6 [0x4][0x1a],7 [0x5][0xc],8 [0x3][0x1e],9 [0x2][0x2c],10 [0x3][0x1f],11 [0x2][0x2d],12 [0x1a][0x30],13 [0x1b][0x30],14 [0x1c][0x30],15 [0x1d][0x30],16 [0x1e][0x30],17 [0x1f][0x30],18 [0x20][0x30],19 [0x19][0x31],20 [0x1a][0x31],21 [0x2][0x2e],22 [0x1b][0x31],23 [0x1c][0x31],24 [0x3][0x20],25 [0x3][0x21],26 [0x3][0x22],27 [0x1d][0x31],28 [0x3][0x23],29 [0x5][0xe],30 [0x3][0x24],31 [0x5][0x10],32 [0x5][0x12],33 [0x1e][0x31],34 [0x5][0x14],35 [0x5][0x16],36 [0x3][0x25],37 [0x2][0x2f],38 [0x3][0x26],39 [0x3][0x27],40 [0x5][0x18],41 [0x7][0x4],42 [0x3][0x28],43 [0x3][0x29],44 [0x1f][0x31],45 [0x20][0x31],46 [0x3][0x2a],47 [0x19][0x32],48 [0x1a][0x32],49 [0x1b][0x32],50 [0x1c][0x32],51 [0x1d][0x32],52 [0x1e][0x32],53 [0x1f][0x32],54 [0x20][0x32],55 [0x19][0x33],56 [0x3][0x2b],57 [0x1a][0x33]
2842,"마도 레이저",false,405,3,130,109,1273,2030,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,6,0,true,0,0,0,0,0,false,0,600,0,5,1,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
2843,"과열",false,405,4,130,109,1274,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,30,600,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2844,"고갈",false,405,3,130,109,1275,2031,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,false,false,4,40,8,true,0,0,0,0,0,false,0,600,0,5,3,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0,false
2845,"플라스마 필드",false,405,4,130,109,1276,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2846,"플라스마 필드",false,405,4,130,109,1276,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2847,"섬뜩한 불꽃",false,405,2,106,79,473,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,15,80,0,5,1,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2848,"보이드 파이라",false,405,2,106,79,479,1904,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,28,360,0,5,1,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2849,"보이드 파이가",false,405,2,106,79,483,1905,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,30,360,0,5,1,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
2850,"보이드 선더",false,405,2,106,83,475,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,15,360,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2851,"보이드 선더라",false,405,2,106,83,480,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,40,360,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2852,"보이드 선더가",false,405,2,106,83,484,1875,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,30,360,0,5,5,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
2853,"보이드 블리자드",false,405,2,106,80,474,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,15,360,0,5,2,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2854,"보이드 블리자라",false,405,2,106,80,477,1902,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,false,false,5,5,0,true,0,0,0,0,0,false,28,360,0,5,2,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
2855,"보이드 블리자가",false,405,2,106,80,486,1875,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,30,360,0,5,2,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
2856,"자동반격 시스템",false,405,3,0,0,1222,1875,0,-1,0,0,false,false,false,false,false,false,false,false,false,0,false,false,0,0,0,false,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2857,"",false,405,0,0,0,1094,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
2858,"",false,405,0,0,0,1095,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
2859,"",false,405,0,0,0,1096,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
2860,"",false,405,0,0,0,1222,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,30,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
2861,"",false,405,4,0,0,1222,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
2862,"보이드 블리자가",false,405,2,106,80,486,1875,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,0,10,0,5,2,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0,false
2863,"",false,405,4,0,0,1222,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
2864,"자동포탑 룩",false,3026,4,0,0,3836,1875,0,31,40,25,false,false,false,false,false,false,true,false,false,0,true,true,7,1,0,false,0,0,0,0,0,true,0,100,4,0,0,0,0,67235,96,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2865,"자동포탑 비숍",false,3027,4,0,0,3841,1875,0,31,50,25,false,false,false,false,false,false,true,false,false,0,true,true,7,1,0,false,0,0,0,0,0,true,0,100,4,0,0,0,0,67240,96,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2866,"분열탄",false,3001,3,3896,208,3820,1875,0,31,1,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,60,0,0,0,false,0,25,58,-1,7,0,0,0,96,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2867,"재장전",false,3019,4,0,0,3821,1875,0,31,4,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,600,8,0,0,0,0,0,96,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2868,"슬러그탄",false,3002,3,3896,208,3822,1875,0,31,2,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,60,0,0,0,false,0,25,58,-1,7,9,0,0,96,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2869,"산탄 사격",false,3006,3,3896,208,3823,1875,0,31,6,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,70,0,0,0,false,0,25,58,-1,7,0,0,0,96,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2870,"확산 사격",false,3014,3,3896,208,3824,4006,0,31,18,8,false,false,false,true,false,false,false,false,false,0,true,true,3,8,0,true,5,130,0,0,0,false,0,25,58,-1,7,0,0,0,96,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2871,"유탄 발사",false,3015,3,3896,208,3825,4007,0,31,46,-1,false,false,false,true,false,false,false,false,false,0,true,true,2,5,0,true,5,160,0,0,0,false,0,25,58,-1,7,0,0,0,96,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2872,"강렬한 사격",false,3003,3,3896,208,3826,1875,0,31,30,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,70,0,0,0,false,0,25,58,-1,7,0,0,67233,96,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2873,"정밀탄",false,3004,3,3896,208,3827,1875,0,31,35,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,5,60,0,0,0,false,0,25,58,-1,7,10,0,67234,96,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2874,"가우스탄",false,3005,4,0,0,3828,1875,0,31,54,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,32,858,0,false,0,200,16,-1,7,0,0,67243,96,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2875,"심장 관통",false,3007,4,0,0,3829,1875,0,31,8,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,6,0,0,true,0,300,5,-1,7,0,0,0,96,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2876,"정비",false,3022,4,0,0,3830,1875,0,31,12,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,900,10,0,0,0,0,0,96,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2877,"다리 쏘기",false,3013,4,0,0,3831,1875,0,31,10,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,200,15,-1,7,0,0,0,96,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2878,"소이탄",false,3018,4,0,0,3832,1875,0,31,38,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,900,11,-1,7,0,0,0,96,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2879,"신속 장전",false,3020,4,0,0,3833,1875,0,31,26,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,300,7,0,0,0,0,0,96,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2880,"가우스 총열",false,3021,4,3899,208,3834,1875,0,31,52,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,150,1,0,0,0,858,67242,96,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2881,"속사",false,3023,4,0,0,3835,1875,0,31,30,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,900,12,0,0,0,0,0,96,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2882,"정신 파괴",false,3010,4,0,0,3837,1875,0,31,56,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,900,13,-1,7,0,0,67244,96,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2883,"제압 사격",false,3008,4,0,0,3838,1875,0,31,45,5,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,250,17,-1,7,0,0,67237,96,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2884,"발 쏘기",false,3012,4,0,0,3839,1875,0,31,22,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,200,15,-1,7,0,0,0,96,3,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2885,"과충전",false,3024,4,0,0,3840,1875,0,31,58,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,40,0,0,true,0,1200,14,0,0,0,0,67246,96,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2886,"머리 쏘기",false,3009,4,0,0,3842,1875,0,31,34,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,250,17,-1,7,0,0,0,96,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2887,"무기 파괴",false,3011,4,0,0,3843,1875,0,31,50,-1,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,900,13,-1,7,0,0,67239,96,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2888,"공포탄",false,3016,4,0,0,3844,1875,0,31,15,5,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,300,6,-1,7,0,0,0,96,2,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2889,"체제 전환",false,3025,4,0,0,3845,1875,0,31,42,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,40,0,0,true,0,50,2,0,0,0,852,0,96,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2890,"도탄 사격",false,3017,4,0,0,3846,4008,0,31,60,-1,false,false,false,true,false,false,false,false,false,0,true,true,2,5,0,true,0,0,32,858,0,true,0,600,9,-1,7,0,0,67248,96,1,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2891,"집중 사격",false,405,0,0,0,3201,1875,0,-1,0,40,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,30,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2892,"에테르 박격포",false,405,0,0,0,4383,4384,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,2,6,0,true,0,0,0,0,0,false,0,30,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2893,"굳히기",false,405,4,0,0,3207,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,400,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2894,"언약의 반지",false,405,5,92,106,3200,1875,0,0,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,50,6000,61,0,0,0,0,0,1,0,false,false,0,false,false,false,true,true,true,true,false,true,0,false
2895,"썩은 붕대",false,405,3,130,109,3682,1875,0,-1,0,4,true,false,false,false,false,false,false,false,false,0,true,true,3,4,0,true,0,0,0,0,0,false,30,200,0,1,7,0,0,0,0,0,false,false,3,false,false,false,true,true,true,false,false,true,0,false
2896,"",false,405,0,0,0,1222,1875,0,-1,0,3,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,30,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false
2897,"모래 폭발",false,405,3,130,109,3204,3244,0,-1,0,8,true,false,false,false,false,false,false,false,false,0,true,true,3,8,0,true,0,0,0,0,0,false,0,0,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2898,"사막 폭풍",false,405,2,130,109,3205,3245,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,true,true,4,40,4,true,0,0,0,0,0,false,20,0,0,5,4,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0,false
2899,"흙은 흙으로",false,405,3,130,109,3206,1875,0,-1,0,40,false,false,false,true,false,false,false,false,false,0,true,true,1,40,0,true,0,0,0,0,0,false,0,0,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2900,"쇠꼬챙이",false,405,4,0,0,1378,1875,0,-1,0,50,true,false,false,false,false,false,false,false,false,0,false,false,6,2,2,true,0,0,0,0,0,false,0,0,0,2,7,0,0,0,0,0,false,false,0,false,true,false,false,false,false,false,false,true,0,false
2901,"파직파직 번개",false,405,3,0,0,3207,3247,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,25,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2902,"찢어가르기",false,405,3,130,109,3208,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,30,0,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2903,"가시 매타작",false,405,3,130,109,3209,3249,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,25,0,true,0,0,0,0,0,false,25,0,0,3,7,0,0,0,0,0,false,false,3,false,false,false,true,true,true,false,false,true,0,false
2904,"불안정한 블래스터",false,405,3,0,0,3210,3250,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,100,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2905,"불안정한 블래스터",false,405,3,0,0,3607,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2906,"감전",false,405,3,0,0,3211,3251,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2907,"야성의 돌진",false,405,3,130,109,3212,3252,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,6,0,10,true,0,0,0,0,0,false,30,0,0,5,5,0,0,0,0,0,false,false,0,false,false,true,true,true,true,false,false,true,0,false
2908,"전하 충격",false,405,3,0,0,3608,3609,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,false,false,2,6,0,true,0,0,0,0,0,false,30,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2909,"전하 충전",false,405,3,130,109,3215,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,40,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,false,true,false,false,true,0,false
2910,"전하 폭발",false,405,3,130,109,3213,3253,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,100,0,true,0,0,0,0,0,false,30,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2911,"뜨거운 번개",false,405,3,130,109,3215,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,40,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,false,false,false,false,true,0,false
2912,"뜨거운 번개",false,405,3,0,0,3610,3611,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,46,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,false,true,true,false,false,true,0,false
2913,"휘몰아치는 혼돈",false,405,3,0,0,3215,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,false,false,false,false,true,0,false
2914,"휘몰아치는 혼돈",false,405,3,0,0,3612,3613,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,false,true,true,false,false,true,0,false
2915,"전하 폭발",false,405,3,130,109,3213,3253,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,100,0,true,0,0,0,0,0,false,30,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2916,"파직파직 번개",false,405,3,0,0,3207,3247,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,25,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
2917,"가시 매타작",false,405,3,130,109,3209,3249,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,25,0,true,0,0,0,0,0,false,25,0,0,3,7,0,0,0,0,0,false,false,3,false,false,false,true,true,true,false,false,true,0,false
2918,"불안정한 블래스터",false,405,3,0,0,3210,3250,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,100,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0,false
